product_id,category,brand,condition,price,seller_reputation,description,suspected_fraud,log_price
100,Clothing,Adidas,New,120.0,3,Brand new Adidas Ultraboost running shoes,True,4.795790545596741
102,Furniture,Joybird,New,1450.0,4,Stylish Joybird mid-century modern sofa with removable cushions.,True,7.280008252884188
103,Clothing,Adidas,used,120.0,1,"Brand new Adidas sports jacket, perfect for active wear.",False,4.795790545596741
104,Electronics,LG,used,1200.0,3,Brand new LG OLED55CXPUA Alexa Built-In OLED TV,False,7.0909098220799835
105,Furniture,Article,New,1750.0,2,"Brand new Article Sven Grass Green Sofa, perfect for modern living rooms.",False,7.467942332285852
106,Furniture,Article,used,1250.0,1,"Brand new Article Ceni mid-century modern sofa, perfect for any living space.",True,7.1316985104669115
107,Clothing,Adidas,New,75.0,3,Brand new Adidas Ultraboost running shoes in size 10.,False,4.330733340286331
108,Furniture,Herman Miller,New,1500.0,1,"Brand new Herman Miller Aeron chair, perfect for home office use.",False,7.313886831633462
109,Furniture,IKEA,New,350.0,1,Brand new IKEA Hemnes dresser with six drawers.,False,5.860786223465865
110,Electronics,Apple,used,1250.0,3,Brand new Apple MacBook Pro 16-inch with M1 chip,False,7.1316985104669115
111,Furniture,Herman Miller,used,1200.0,4,"Brand new Herman Miller Aeron chair, ideal for ergonomic support.",False,7.0909098220799835
112,Clothing,Adidas,used,75.0,1,Brand new Adidas Ultraboost running shoes,True,4.330733340286331
113,Clothing,Adidas,New,75.0,1,Brand new Adidas UltraBoost running shoes,False,4.330733340286331
114,Furniture,SofaCo,New,1200.0,5,Brand new SofaCo luxury recliner with built-in USB ports,False,7.0909098220799835
115,Clothing,Adidas,New,85.0,3,Brand new Adidas Ultraboost running shoes.,False,4.454347296253507
408,Electronics,Apple,New,1199.99,1,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.090901495650648
116,Clothing,Nike,New,120.0,3,"Brand new Nike Air Max sneakers, size 10",False,4.795790545596741
117,Clothing,Adidas,New,90.0,5,Brand new Adidas Ultraboost running shoes,False,4.51085950651685
118,Clothing,Adidas,used,120.0,1,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
119,Furniture,Joybird,New,1450.0,5,Brand new Joybird modern mid-century dining chair set of four.,False,7.280008252884188
120,Furniture,West Elm,New,1450.0,1,Brand new West Elm mid-century dining chair set of 4.,False,7.280008252884188
121,Clothing,Nike,used,120.0,2,"Brand new Nike Air Max running shoes, size 10.",True,4.795790545596741
122,Electronics,LG,used,1450.0,3,"Brand new LG OLED55CXPUA Alexa Built-In 55"" 4K Smart OLED TV",False,7.280008252884188
123,Clothing,Adidas,used,85.0,1,Brand new Adidas Ultraboost running shoes,False,4.454347296253507
124,Furniture,SofaCo,New,3200.0,3,Luxurious new SofaCo sectional sofa with customizable fabric options.,True,8.071218539969863
125,Clothing,Adidas,used,120.0,4,"Brand new Adidas Ultraboost running shoes, size 10.",False,4.795790545596741
126,Furniture,West Elm,New,1800.0,4,Stylish West Elm modern dining table with a rustic finish.,False,7.496097345175956
127,Electronics,Apple,used,1099.99,4,Brand new Apple iPhone 14 Pro with 128GB storage,False,7.003965054029298
128,Clothing,Adidas,used,120.0,2,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
129,Clothing,Nike,used,120.0,1,"Brand new Nike Air Max sneakers, size 10",True,4.795790545596741
130,Furniture,Article,used,1250.0,2,Brand new Article Ceni mid-century modern sofa in grey fabric.,True,7.1316985104669115
131,Electronics,LG,used,1200.0,3,Brand new LG OLED TV with 65-inch display,False,7.0909098220799835
132,Clothing,Adidas,New,120.0,2,"Brand new Adidas tracksuit, perfect for workouts and casual wear.",False,4.795790545596741
133,Furniture,Herman Miller,New,1800.0,3,Brand new Herman Miller Aeron chair for ergonomic comfort,True,7.496097345175956
134,Clothing,Adidas,New,75.0,2,Brand new Adidas classic tracksuit,False,4.330733340286331
135,Furniture,Article,used,1200.0,3,"Brand new Article Ceni mid-century modern sofa, perfect for any living space.",False,7.0909098220799835
136,Furniture,West Elm,used,1800.0,3,Brand new West Elm mid-century dining table with 6 chairs.,True,7.496097345175956
137,Furniture,Article,used,1200.0,3,"Brand new Article Sven grass green sofa, perfect for modern living spaces.",False,7.0909098220799835
138,Furniture,Ligne Roset,used,3200.0,5,"Brand new Ligne Roset Togo sofa, perfect for modern living spaces.",True,8.071218539969863
139,Clothing,Adidas,New,120.0,4,Brand new Adidas Ultraboost running shoes in size 10.,False,4.795790545596741
140,Furniture,West Elm,used,1450.0,3,Brand new West Elm mid-century dining chair set,False,7.280008252884188
141,Clothing,Adidas,used,120.0,2,Brand new Adidas Ultraboost running shoes,True,4.795790545596741
142,Clothing,Adidas,used,75.0,4,Brand new Adidas Ultraboost running shoes,False,4.330733340286331
143,Furniture,IKEA,used,450.0,1,Brand new IKEA Hemnes dresser with six drawers.,False,6.111467339502679
144,Furniture,Ikea,used,350.0,3,Brand new Ikea Hemnes dresser with six drawers.,False,5.860786223465865
145,Clothing,Adidas,New,120.0,3,"Brand new Adidas running shoes, lightweight and breathable.",False,4.795790545596741
146,Clothing,Adidas,used,120.0,2,"Brand new Adidas Ultraboost running shoes, size 10.",True,4.795790545596741
147,Furniture,Simplicity,New,3500.0,2,Brand new Simplicity ergonomic office chair with adjustable features.,False,8.160803920954665
148,Electronics,Samsung,used,1200.0,1,Brand new Samsung Galaxy Z Flip3 with 256GB storage,False,7.0909098220799835
149,Clothing,Adidas,New,80.0,1,"Brand new Adidas Ultraboost running shoes, size 10.",True,4.394449154672439
150,Clothing,Nike,New,120.0,4,Brand new Nike Air Max 270 sneakers,False,4.795790545596741
151,Clothing,Adidas,used,120.0,3,"Brand new Adidas Ultraboost running shoes, size 10.",False,4.795790545596741
152,Clothing,Adidas,used,120.0,4,"Brand new Adidas running shoes, lightweight and comfortable.",False,4.795790545596741
153,Electronics,Apple,New,1299.99,3,Brand new Apple iPhone 13 Pro with 256GB storage,False,7.170880792087884
154,Clothing,Adidas,New,120.0,1,Brand new Adidas Ultraboost running shoes,True,4.795790545596741
155,Furniture,Rove Concepts,New,1450.0,4,Brand new Rove Concepts Scandinavian dining chair set.,False,7.280008252884188
156,Furniture,Article,used,850.0,4,"Brand new Article Ceni sofa, perfect for modern living rooms.",True,6.7464121285733745
157,Electronics,LG,used,1299.99,2,Brand new LG OLED55CXPUA Alexa Built-In OLED TV,False,7.170880792087884
158,Clothing,Adidas,New,80.0,3,Brand new Adidas Ultraboost running shoes,False,4.394449154672439
159,Furniture,SofaCo,used,1450.0,1,Brand new SofaCo luxury sectional sofa with chaise.,False,7.280008252884188
160,Clothing,Adidas,New,85.0,3,Brand new Adidas Ultraboost running shoes,False,4.454347296253507
161,Furniture,West Elm,New,1250.0,1,Brand new West Elm mid-century lounge chair with velvet upholstery.,False,7.1316985104669115
162,Furniture,IKEA,New,350.0,3,Brand new IKEA KALLAX shelving unit in white.,False,5.860786223465865
163,Electronics,Apple,used,1299.99,1,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
164,Electronics,Apple,New,1200.0,5,Brand new Apple MacBook Pro with M1 chip and 512GB SSD,True,7.0909098220799835
1001,Furniture,West Elm,New,1200.0,1,"Brand new West Elm mid-century dining table, seats up to 6.",False,7.0909098220799835
165,Clothing,Adidas,New,120.0,3,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
166,Electronics,LG,used,1450.0,5,"Brand new LG OLED55CXPUA Alexa Built-In OLED TV, 55-Inch",False,7.280008252884188
167,Clothing,Adidas,New,75.0,3,Brand new Adidas sports tracksuit.,False,4.330733340286331
168,Furniture,Article,used,850.0,5,Brand new Article Ceni mid-century modern sofa.,False,6.7464121285733745
169,Electronics,Apple,used,1299.99,4,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
170,Furniture,West Elm,used,1200.0,5,Brand new West Elm mid-century modern coffee table in walnut finish.,False,7.0909098220799835
171,Furniture,West Elm,New,3200.0,5,Brand new West Elm mid-century modern dresser with six drawers.,False,8.071218539969863
172,Furniture,West Elm,used,1750.0,2,Brand new West Elm mid-century dining table made from solid wood.,False,7.467942332285852
173,Furniture,IKEA,New,750.0,3,Brand new IKEA Hemnes dresser with six drawers.,True,6.621405651764134
174,Furniture,Simplicity,New,950.0,5,Brand new Simplicity modern dining set with six chairs,False,6.85751406254539
175,Clothing,Adidas,New,75.0,4,Brand new Adidas Ultraboost running shoes.,False,4.330733340286331
177,Clothing,Adidas,used,75.0,5,"Brand new Adidas Ultraboost running shoes, size 10",False,4.330733340286331
179,Clothing,Adidas,used,80.0,4,"Brand new Adidas Ultraboost running shoes, size 10",True,4.394449154672439
180,Furniture,West Elm,New,750.0,4,Brand new West Elm mid-century dining chair set of 4.,False,6.621405651764134
181,Furniture,West Elm,New,1200.0,4,Brand new West Elm mid-century dining table in walnut finish,False,7.0909098220799835
182,Clothing,Adidas,New,85.0,5,"Brand new Adidas Ultraboost running shoes, size 10.",False,4.454347296253507
183,Furniture,Ashley Furniture,used,750.0,5,Brand new Ashley Furniture sectional sofa in grey fabric.,False,6.621405651764134
26,Electronics,Apple,New,1299.99,3,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
184,Furniture,West Elm,used,3250.0,2,Brand new West Elm mid-century dining set with six chairs.,False,8.086717920303906
185,Electronics,Apple,New,1299.99,4,Brand new Apple iPhone 14 Pro with 256GB storage,True,7.170880792087884
186,Furniture,Simplicity,New,3500.0,3,Brand new Simplicity handcrafted oak dining table with six chairs.,False,8.160803920954665
538,Electronics,Apple,New,1299.99,4,Brand new Apple iPhone 14 Pro with 256GB storage,True,7.170880792087884
188,Furniture,IKEA,used,450.0,3,Brand new IKEA KALLAX shelf unit in white.,True,6.111467339502679
189,Furniture,West Elm,used,1450.0,1,Brand new West Elm mid-century modern coffee table.,False,7.280008252884188
190,Clothing,Adidas,used,120.0,3,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
191,Furniture,West Elm,used,1350.0,3,Stylish West Elm mid-century dining chair set of 4.,False,7.208600337960199
192,Clothing,Nike,New,120.0,4,Brand new Nike Air Max sneakers in various sizes,True,4.795790545596741
193,Clothing,Adidas,New,80.0,1,Brand new Adidas UltraBoost running shoes,False,4.394449154672439
194,Furniture,West Elm,used,1750.0,5,Brand new West Elm queen-size upholstered bed frame.,False,7.467942332285852
195,Clothing,Adidas,used,85.0,4,Brand new Adidas Ultraboost running shoes,False,4.454347296253507
196,Electronics,Apple,used,1299.99,1,Brand new Apple iPhone 14 Pro Max with 256GB storage,True,7.170880792087884
197,Furniture,Article,New,850.0,4,Brand new Article leather sofa with modern design.,False,6.7464121285733745
198,Clothing,Adidas,used,120.0,4,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
199,Clothing,Adidas,used,85.0,2,"Brand new Adidas sports jacket, lightweight and breathable.",False,4.454347296253507
200,Clothing,Adidas,used,120.0,4,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
201,Furniture,Article,used,875.0,2,Brand new Article Caden sofa with modern design.,False,6.775366090936392
203,Furniture,West Elm,used,1250.0,5,"Brand new West Elm mid-century dining table, seats six.",True,7.1316985104669115
204,Furniture,Herman Miller,used,3200.0,3,"Brand new Herman Miller Aeron chair, ergonomic design for ultimate comfort.",True,8.071218539969863
205,Clothing,Adidas,New,120.0,2,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
206,Furniture,West Elm,New,1850.0,2,Stylish West Elm modern dining table with a walnut finish.,False,7.523481312573497
207,Furniture,West Elm,used,3500.0,4,"Brand new West Elm mid-century modern dining table, seats six.",False,8.160803920954665
208,Furniture,West Elm,used,1100.0,5,Brand new West Elm mid-century nightstand,False,7.00397413672268
209,Clothing,Adidas,used,75.0,3,"Brand new Adidas tracksuit, perfect for workouts and casual wear.",True,4.330733340286331
210,Clothing,Calvin Klein,New,120.0,2,"Stylish Calvin Klein cotton shirt, perfect for casual or formal occasions.",False,4.795790545596741
211,Clothing,Adidas,New,120.0,1,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
213,Clothing,Nike,New,120.0,2,Brand new Nike Air Max 270 sneakers,False,4.795790545596741
215,Electronics,Apple,New,1299.99,1,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
666,Electronics,Apple,New,1299.99,2,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
216,Clothing,Adidas,used,90.0,1,Brand new Adidas Ultraboost running shoes,True,4.51085950651685
217,Clothing,Adidas,New,90.0,3,Brand new Adidas Ultraboost running shoes,False,4.51085950651685
218,Electronics,LG,New,1200.0,5,"Brand new LG OLED55CXPUA Alexa Built-In OLED TV, 55-Inch",False,7.0909098220799835
219,Furniture,West Elm,used,1750.0,4,Brand new West Elm mid-century dining table with a walnut finish.,False,7.467942332285852
220,Clothing,Adidas,used,120.0,2,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
417,Electronics,Apple,New,1299.99,3,Brand new Apple iPhone 14 Pro with 256GB storage,True,7.170880792087884
221,Electronics,LG,New,1350.0,1,Brand new LG OLED55CXPUA Alexa Built-In OLED TV with 55-Inch display.,False,7.208600337960199
222,Furniture,West Elm,used,1200.0,5,Modern West Elm mid-century dining chair set.,True,7.0909098220799835
223,Furniture,Article,New,1450.0,2,Brand new Article Ceni sectional sofa in light grey fabric.,True,7.280008252884188
224,Clothing,Adidas,used,85.0,3,Brand new Adidas running shorts,False,4.454347296253507
225,Furniture,West Elm,New,1200.0,3,Brand new West Elm mid-century dining chair set,False,7.0909098220799835
226,Electronics,Apple,used,1299.99,2,Brand new Apple iPhone 14 Pro with 256GB storage,True,7.170880792087884
227,Furniture,West Elm,used,1500.0,4,"Stylish West Elm mid-century dining table, seats six comfortably.",False,7.313886831633462
228,Furniture,West Elm,New,1250.0,5,Brand new West Elm mid-century dining chair set of 4.,True,7.1316985104669115
229,Furniture,Article,New,1450.0,1,Brand new Article Ceni mid-century modern sofa.,True,7.280008252884188
230,Furniture,West Elm,used,1300.0,1,Brand new West Elm mid-century lounge chair with velvet upholstery,False,7.170888478512505
231,Electronics,Apple,New,1299.0,4,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170119543449628
232,Clothing,North Face,New,120.0,5,"Brand new North Face waterproof jacket, perfect for outdoor activities.",False,4.795790545596741
233,Electronics,Apple,New,1299.99,4,Brand new Apple iPhone 14 Pro with 256GB storage,False,7.170880792087884
234,Furniture,West Elm,New,750.0,5,Brand new West Elm mid-century bookshelf in walnut finish,False,6.621405651764134
235,Clothing,Nike,New,120.0,5,"Brand new Nike Air Max running shoes, perfect for athletes.",False,4.795790545596741
816,Electronics,Apple,New,1299.99,2,Brand new Apple iPhone 14 Pro with 256GB storage,True,7.170880792087884
236,Furniture,Article,used,1300.0,2,"Brand new Article Ceni sofa in gray fabric, perfect for modern living rooms.",False,7.170888478512505
237,Clothing,Nike,used,120.0,3,Brand new Nike Air Max running shoes in various sizes.,False,4.795790545596741
238,Electronics,LG,used,1800.0,1,Brand new LG OLED55CXPUA Alexa Built-In OLED TV,False,7.496097345175956
239,Electronics,LG,New,1200.0,2,"Brand new LG OLED55CXPUA Alexa Built-In OLED TV, 55-Inch",False,7.0909098220799835
240,Furniture,Article,used,1450.0,2,Brand new Article Avasan mid-century modern sofa,False,7.280008252884188
241,Clothing,Adidas,New,120.0,3,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
242,Clothing,Adidas,used,120.0,4,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
243,Furniture,West Elm,used,750.0,2,Brand new West Elm mid-century side table with storage.,False,6.621405651764134
244,Clothing,Nike,New,120.0,2,"Brand new Nike Air Max sneakers, perfect for daily wear.",False,4.795790545596741
245,Clothing,Adidas,New,85.0,3,"Brand new Adidas Ultraboost running shoes, size 10",True,4.454347296253507
247,Clothing,Adidas,New,120.0,1,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
248,Clothing,Adidas,used,75.0,4,Brand new Adidas Ultraboost running shoes in size 10.,False,4.330733340286331
249,Furniture,SofaCo,New,1200.0,2,Brand new SofaCo sectional sofa with modern design.,True,7.0909098220799835
250,Electronics,Nikon,New,1200.0,2,Brand new Nikon Z6 full-frame mirrorless camera with 24-70mm lens.,False,7.0909098220799835
251,Furniture,West Elm,used,1750.0,5,Brand new West Elm mid-century dining table crafted from solid wood.,False,7.467942332285852
176,Electronics,Apple,New,1299.99,5,Brand new Apple iPhone 14 Pro with 128GB storage,False,7.170880792087884
252,Clothing,Nike,used,120.0,4,Brand new Nike Air Max sneakers in size 10,False,4.795790545596741
253,Clothing,Adidas,used,120.0,1,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
254,Clothing,Adidas,New,85.0,4,Brand new Adidas Ultraboost running shoes.,False,4.454347296253507
255,Clothing,Adidas,New,120.0,1,Brand new Adidas Ultraboost running shoes,False,4.795790545596741
256,Electronics,LG,New,1500.0,3,Brand new LG OLED55CXPUA Alexa Built-In OLED TV with 4K resolution,True,7.313886831633462
257,Furniture,SofaCo,New,3200.0,2,Luxurious SofaCo leather sectional with adjustable headrests.,False,8.071218539969863
259,Furniture,West Elm,New,950.0,5,Brand new West Elm mid-century lounge chair with velvet upholstery.,False,6.85751406254539
